smiles,logS
COc1cc(/C=N/Nc2nccs2)c2c(c1OCc1ccc(F)cc1)CN1CCc3cc4c(cc3C1C2)OCO4,-3.17426
COc1cc(/C=N/Nc2nccs2)c2c(c1OCc1ccc(Cl)cc1Cl)CN1CCc3cc4c(cc3C1C2)OCO4,-2.50625
COc1cc(/C=N/Nc2nccs2)c2c(c1OCc1ccc(Cl)cc1)CN1CCc3cc4c(cc3C1C2)OCO4,-3.18686
COc1cc(/C=N/Nc2nccs2)c2c(c1OCc1ccc(Cl)c(Cl)c1)CN1CCc3cc4c(cc3C1C2)OCO4,-3.21213
COc1cc(/C=N/NC(=O)c2nn(C)c(C)c2Br)cc(OC)c1O,-3.2
COc1cc(/C=N/NC(=O)c2ccc(Cl)cc2Cl)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-5.4
COc1cc(/C=C\c2ccc3c(c2)c(Br)cn3C)cc(OC)c1OC,-5.30351
COc1cc(/C=C\c2ccc3c(c2)c(Br)c(Br)n3C)cc(OC)c1OC,-5.68231
COc1cc(/C=C2\SC(N)=NC2=O)cc(Cl)c1O,-4.47
COc1cc(/C=C2\SC(N)=NC2=O)cc(Br)c1O,-5.29
COc1cc(/C=C2\NC(=O)NC2=O)cc(Br)c1OC,-4.49
COc1cc(/C=C2\Cc3cc(Cl)ccc3C2=O)ccc1O,-6.05552
COc1cc(/C=C2\CCc3cc(Cl)ccc3C2=O)ccc1O,-5.30103
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,-1
COc1cc(/C=C2/C(=O)NN(c3ccc(Cl)cc3)C2=O)cc(OC)c1O,-4.24
COc1cc(/C=C/c2nc(=O)c3ccccc3[nH]2)ccc1OC(F)F,-5.26
COc1cc(/C=C/c2ccc(-n3[se]c4ccc(Cl)cc4c3=O)cc2)cc(OC)c1,-4.30103
COc1cc(/C=C/c2ccc(-n3[se]c4cc(F)ccc4c3=O)cc2)cc(OC)c1,-5
COc1cc(/C=C/c2ccc(-n3[se]c4cc(Cl)ccc4c3=O)cc2)cc(OC)c1,-5
COc1cc(/C=C/[N+](=O)[O-])ccc1OC(=O)/C=C/c1ccc(F)cc1,-5.69
COc1cc(/C=C/C(C)=O)ccc1OCc1cn(-c2ccnc3cc(Cl)ccc23)nn1,-5.14701
COc1cc(/C=C/C(=O)c2ccccc2Cl)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2cccc(Cl)c2Cl)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2cccc(Cl)c2)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(F)cc2)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(Cl)cc2F)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(Cl)cc2Cl)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(Cl)cc2)ccc1[N+](=O)[O-],-5.30103
COc1cc(/C=C/C(=O)c2ccc(Cl)cc2)ccc1N,-5.30103
COc1cc(/C=C/C(=O)c2ccc(Cl)c(Cl)c2)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(C(F)(F)F)cc2)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2ccc(Br)cc2)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2cc(Cl)ccc2Cl)ccc1O,-5.30103
COc1cc(/C=C/C(=O)c2c(Cl)cccc2Cl)ccc1O,-5.30103
COc1cc(/C=C/C(=O)OCC(=O)Nc2cccc(F)c2)ccc1O,-4.15
COc1cc(/C=C/C(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)cc(OC)c1OC,-5.02
COc1cc(/C=C/C(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCCC3)ccc2Cl)cc(OC)c1OC,-5.1
COc1cc(/C=C/C(=O)OCC(=O)NNC(=O)c2cc(Cl)ccc2OC)ccc1O,-4.75
COc1cc(/C=C/C(=O)OCC(=O)NCc2ccc(F)cc2)ccc1O,-3.82
COc1cc(/C=C/C(=O)OCC(=O)NCCc2ccc(F)cc2)ccc1OC(F)F,-5.02
COc1cc(/C=C/C(=O)OCC(=O)NC(=O)NCc2ccco2)ccc1OC(F)F,-4.78
COc1cc(/C=C/C(=O)OCC(=O)NC(=O)C2COc3ccccc3O2)ccc1OC(F)F,-4.48
COc1cc(/C=C/C(=O)OC(C)C(=O)Nc2ccc(Cl)cn2)ccc1OC(F)F,-5.18
COc1cc(/C=C/C(=O)O)cc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2N2CCOCC2)c1OC,-3.82
COc1cc(/C=C/C(=O)Nc2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)ccc1OC(F)F,-5.28
COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OCCO,-4.45593
COc1cc(/C=C/C(=O)NCCn2c(C(F)(F)F)cc3ccccc32)cc(OC)c1OC,-4.56864
COc1cc(/C=C/C(=O)NCCc2c(C)[nH]c3c(F)cc(F)cc23)cc(OC)c1OC,-4.60206
COc1cc(/C=C/C(=O)N(/N=N/c2ccc(Cl)c(C(F)(F)F)c2)c2ccc(Cl)c(C(F)(F)F)c2)ccc1OC(C)=O,-4.77469
COc1cc(/C=C/C(=O)N(/N=N/c2cc(C(F)(F)F)ccc2Cl)c2cc(C(F)(F)F)ccc2Cl)ccc1OC(C)=O,-4.39469
COc1cc(/C=C/C(=O)N(/N=N/c2cc(C(F)(F)F)ccc2Cl)c2cc(C(F)(F)F)ccc2Cl)cc(OC)c1,-4.61798
COc1cc(/C=C/C(=N/O)c2ccc(Cl)cc2)ccc1O,-5.30103
COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl,-4.36
COc1cc(/C=C(\C)C(=O)c2ccc(Cl)cc2)ccc1O,-5.30103
COc1cc(/C=C(\C#N)C(=O)OC(C)C)cc(Br)c1O,-3.84164
COc1cc(/C=C(\C#N)C(=O)NC(C)C)cc(Cl)c1O,-4.02
COc1cc(/C=C(/SCc2ccc(Br)cc2)C(=O)c2ccc(C(=O)O)cc2)ccc1F,-2.70016
COc1cc(/C(C)=C/C(=O)c2ccc(Cl)cc2)ccc1O,-5.58503
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,-5
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(OP(=O)(O)O)CC(F)(F)C1,-5.16504
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(OC(=O)CN)CCC1,-5.721
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(OC(=O)CN)CC1,-5.70926
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(OC(=O)CN)CC(F)(F)C1,-5.74973
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)COC1,-5.67296
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CCOCC1,-5.69809
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CCCC1,-5.68394
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CCC1,-5.67114
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CC1,-5.65795
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC1(O)CC(F)(F)C1,-5.70324
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(C)(C)OP(=O)(O)O,-5.72992
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(C)(C)O,-5.65987
COc1cc(-n2c(SC)nc3ccccc3c2=O)c(OC)cc1Cl,-5.26
COc1cc(-n2c(C)nc3cccnc32)c(Cl)cc1C(=O)[O-],-3.82
COc1cc(-n2c(C)nc3cccnc32)c(Cl)cc1C(=O)O,-3.82
COc1cc(-c2nc3ccccc3s2)cc(Br)c1OCC(=O)O,-4.81762
COc1cc(-c2nc3ccc(Cl)cn3c2NCC2CCCO2)ccc1O,-3.79
COc1cc(-c2nc(C[NH+](C)Cc3nnc(C)o3)c(C)o2)ccc1F,-3.88
COc1cc(-c2nc(CN(C)Cc3nnc(C)o3)c(C)o2)ccc1F,-3.87
COc1cc(-c2nc(-c3ccccc3)c(-c3ccc(Br)cc3)[nH]2)cc(OC)c1O,-5.50836
COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,-3.46344
COc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,-5.06048
COc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)C1CCC1,-4.26761
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3ccon3)ccc12,-3.36452
COc1cc(-c2cc(-c3ccc(Cl)cc3)ncn2)ccc1O,-5.36754
COc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)n2)ccc1O,-5.30103
COc1cc(-c2cc(-c3ccc(Cl)cc3)nc(C)n2)ccc1O,-5.30103
COc1cc(-c2cc(-c3ccc(Cl)cc3)nc(-c3ccccc3)n2)ccc1O,-6.27572
COc1cc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)ccc1O,-4.70997
COc1cc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)nn1,-5.20761
COc1cc(-c2c(C)c(-c3ccc(F)cc3)nc(N)c2C#N)cc(OC)c1OC,-4.9
COc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2=O,-5.85387
COc1c(S(=O)(=O)Nc2cccnc2)ccc(Cl)c1Cl,-4.03
COc1c(S(=O)(=O)N2CC[NH+](C)CC2)ccc(Cl)c1Cl,-3.87
COc1c(S(=O)(=O)N2CCN(C)CC2)ccc(Cl)c1Cl,-3.87
COc1c(OC(C)(C)C)cc(CN2CC(=O)N(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2=O)cc1OC(C)(C)C,-6
COc1c(O)cc2oc3c(Cl)c(O)c(CCC(C)C)c(O)c3c(=O)c2c1CCC(C)C,-3.41908
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,-3.41
COc1c(Nc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1C[C@@H]2COC[C@@H](C1)N2C(=O)OC1(C)CC1,-4.76955
COc1c(Nc2ccc(C#N)cc2Cl)ncnc1OC1C2COCC1CN(C(=O)OC1(C)CC1)C2,-4.52288
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-2.7132
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,-3.99
COc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-3.64104
COc1c(N2CC[C@@H](C3(N)CCC3)C2)ccc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,-2.8375
COc1c(N2CC[C@@H](C3(N)CCC3)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,-3.38167
COc1c(N2CC[C@@H](C3(N)CC3)C2)ccc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,-2.92238
COc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,-3.27827
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-3.99
COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-1.96752
COc1c(N2CCC(N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,-3.01389
COc1c(F)cccc1-c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,-3.55068
COc1c(F)ccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1,-3.41966
COc1c(F)ccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,-3.51308
COc1c(F)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,-3.82
COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-3.82
COc1c(Cl)cnn(-c2cccc(C)c2)c1=O,-4.03
COc1c(Cl)cccc1NS(=O)(=O)c1ccc(N)cc1,-4.15
COc1c(Cl)cccc1-c1cn2ccccc2n1,-5.11
COc1c(Cl)cccc1-c1cn2ccc(C)cc2n1,-5.29
COc1c(Cl)ccc(Cl)c1C(=O)NCc1ccco1,-3.82
COc1c(Cl)ccc(Cl)c1C(=O)NC(=S)N1CCOCC1,-3.82
COc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(C[NH+]2CCOCC2)cc1,-5.18
COc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(CN2CCOCC2)cc1,-5.18
COc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Br)cc1,-5.27
COc1c(Cl)cc(Cl)c(OC)c1O,-2.96
COc1c(Cl)cc(Cl)c(Cl)c1Cl,-5.13
COc1c(Cl)cc(C(=O)NN)cc1Cl,-3.9
COc1c(Cl)cc(C(=O)NCc2ccco2)cc1Cl,-3.87
COc1c(Cl)cc(-c2ccc(C(=O)c3cc(F)c(F)c(O)c3F)s2)cc1Cl,-3.69897
COc1c(Cc2ccccc2)c(C)nc2ccc(Cl)cc12,-5.69897
COc1c(CCCN(C)C)cccc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,-3.9627
COc1c(C)cnc(CN2CC(=O)Nc3c(Cl)nc(N)nc32)c1C,-3.41908
COc1c(C)cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c1C,-1.67207
COc1c(C)cc(Br)cc1C(=O)Nc1ccccc1C,-5.68
COc1c(C(=O)Nc2nnc(C3CC3)s2)csc1Cl,-4.86
COc1c(C(=O)NNC(=O)c2ccccc2Cl)csc1Br,-4.45
COc1c(C(=O)NNC(=O)c2ccccc2)csc1Br,-4.11
COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2cc(F)c(=O)[nH]c2=O)cc1C(C)(C)C,-4.80967
COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-c2cc(F)c[nH]c2=O)cc1C(C)(C)C,-6.67262
COc1c(/C=C/c2ccc(NS(C)(=O)=O)c(F)c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,-4.80967
CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,-4.69897
CO[P+]([O-])(OC)C(O)C(Cl)(Cl)Cl,-0.22
CO[C@]1(c2cc(F)cc(Sc3ccc(/C(C)=N/O)cc3)c2)CCO[C@@H](C)C1,-6.22185
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,-2.95861
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCN(C)C)nc5)cc4c32)C1,-3
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,-3
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,-3.00877
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NCCN(C)C)nc5)cc4c32)C1,-3
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NC(=O)CCCN(C)C)nc5)cc4c32)C1,-3.06048
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,-3
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(CS(C)(=O)=O)nc5)cc4c32)C1,-4.74473
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(CO)nc5)cc4c32)C1,-4.63827
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(C(=O)NCCN(C)C)nc5)cc4c32)C1,-3.00877
CO[C@H]1CO[C@]2(CN(c3ncc(C(=O)O)s3)CC[C@H]2NC(=O)c2[nH]c(C)c(Cl)c2Cl)OC1,-3
CO[C@H]1CO[C@@]2(CN(c3ncc(C(=O)O)s3)CC[C@H]2NC(=O)c2[nH]c(C)c(Cl)c2Cl)OC1,-3
CO[C@H]1CN(c2nc3cccc(C(=O)O)c3s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-6
CO[C@H]1CN(c2nc(CN3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.34679
CO[C@H]1CN(c2nc(C(N)=O)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.55284
CO[C@H]1CN(c2nc(C(F)F)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.16115
CO[C@H]1CN(c2nc(C(C)=O)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.05061
CO[C@H]1CN(c2nc(C(=O)O)cs2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.03152
CO[C@H]1CN(c2nc(C(=O)O)c(C)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(C(=O)NN3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(C(=O)NCCN3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(C(=O)NCCN3CCCC3=O)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.06048
CO[C@H]1CN(c2nc(C(=O)NCC3OCCO3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.02687
CO[C@H]1CN(c2nc(C(=O)NCC3(C)OCCO3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.20761
CO[C@H]1CN(c2nc(C(=O)NC3COC(C)(C)OC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(C(=O)N3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.69897
CO[C@H]1CN(c2nc(C(=O)N(C)C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3
CO[C@H]1CN(c2nc(-c3ncnn3C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.20066
CO[C@H]1CN(c2nc(-c3nccs3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-4.79588
CO[C@H]1CN(c2nc(-c3nccn3C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-4.92082
CO[C@H]1CN(c2nc(-c3ncccn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.45593
CO[C@H]1CN(c2nc(-c3ncc[nH]3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-6
CO[C@H]1CN(c2nc(-c3nc(C)no3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.20066
CO[C@H]1CN(c2nc(-c3csc(N)n3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-6
CO[C@H]1CN(c2nc(-c3cncnc3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.58503
CO[C@H]1CN(c2nc(-c3cnccn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.26761
CO[C@H]1CN(c2nc(-c3cncc(OCCN(C)C)n3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.11351
CO[C@H]1CN(c2nc(-c3cncc(NCCN4CCN(C)CC4)n3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-4.4437
CO[C@H]1CN(c2nc(-c3cn(C)cn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-5.52288
CO[C@H]1CN(c2nc(-c3ccncn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.45593
CO[C@H]1CN(c2nc(-c3ccn[nH]3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-3.13077
CO[C@H]1CN(c2nc(-c3ccccn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-6
CO[C@H](C[C@H](CCN1CCNCC1)C(=O)NO)c1ccc(F)cc1,-4.83176
CO[C@H](C[C@H](CCN1CCCC(Cc2ccc(F)cc2)C1)C(=O)NO)c1ccc(F)cc1,-4.95089
CO[C@H](C[C@H](CCN1CCCC(CO)C1)C(=O)NO)c1ccc(F)cc1,-4.86741
CO[C@H](C[C@H](CCN(C)CCCc1ccccc1)C(=O)NO)c1ccc(F)cc1,-4.90581
CO[C@H](C[C@H](CCN(C)CCCc1ccc(F)c(C)c1)C(=O)NO)c1ccc(F)cc1,-4.93905
CO[C@H](C[C@H](CCN(C)C)C(=O)NO)c1ccc(F)cc1,-4.77577
CO[C@H](CN[C@@](Cc1ccccc1)(c1cc(F)cc(C(F)(F)F)c1)c1ccc(Cl)cn1)C(F)(F)F,-5.71673
CO[C@H](C)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,-3.39794
CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12,-2.37144
CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@@H](O)[C@@H]12,-3.08745
CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@@H](F)[C@@H]12,-4.48821
CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC(F)(F)C[C@@H]12,-4.51288
CO[C@@H](C)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,-3.39794
COP([O-])(=NC(=O)C(Cl)(Cl)Cl)OC,-3.82
COP(=O)(c1cccc(C(C)C)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,-6.09691
COP(=O)(c1cc(C)cc(F)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,-5.76955
COP(=O)(c1cc(C)cc(C)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,-6.04576
COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,-4.99
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,-2.47
COP(=O)(OC)OC1=C(Cl)CC2C=CC12,-2.0566
COP(=O)(OC)C(Nc1ccc(Cl)cc1)c1ccccc1,-3.82
COP(=O)(OC)C(NC(C)=O)C(Cl)(Cl)Cl,-3.82
COP(=O)(NC(=O)C(Cl)(Cl)Cl)OC,-3.82
CONC(=O)[C@H]1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1,-4.10735
CON=Cc1c(C(=O)OC)nn(-c2ccccc2)c1Cl,-4.58
CON=Cc1c(-c2ccc(Cl)cc2)nc2cc(C)ccn12,-6
CON=CC(c1ccc(Cl)nc1)S(=O)(=O)c1ccccc1,-3.82
CON=CC(NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)OC,-3.82
CON=C(C[NH+]1CCCCC1)c1ccc(Cl)cc1,-4.48
CON=C(COc1ccc(F)cc1)c1ccc(OC)cc1,-5.68
CON=C(CN1CCCCC1)c1ccc(Cl)cc1,-4.48
CON=C(C)C(Cc1ccc(Cl)nc1)Cc1ccc(Cl)nc1,-3.82
CON(Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F)C(C)=O,-3.93554
CON(C)S(=O)(=O)c1cccc(C(=O)N(CC(=O)Nc2ccccc2C(F)(F)F)Cc2ccco2)c1,-4.02
COCn1ccnc1-c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,-3.76955
COCc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)C1C(C)OC(C)CN31,-3.74473
COCc1nnc(NS(=O)(=O)c2ccc(F)cc2)s1,-3.96
COCc1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1,-3.96
COCc1nnc(NC(=O)C2CC(=O)N(CCc3ccc(F)cc3)C2)s1,-3.91
COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,-3.85224
COCc1nc2oc3ccc(F)cc3c(=O)c2cc1C(=O)OC,-4.48
COCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,-4.20066
COCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,-3.82391
COCc1nc2ccccc2n1Cc1c(F)cccc1Cl,-3.82
COCc1nc(Nc2ccc(C(F)(F)F)nc2)c2ccc(-c3ncccc3C(F)(F)F)cc2n1,-5.07862
COCc1nc(Nc2ccc(C(F)(F)F)cc2)c2ccc(-c3ncccc3C(F)(F)F)cc2n1,-6.37876
COCc1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,-3
COCc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nc1C(=S)NC1CCC(F)(F)CC1,-7
COCc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nc1C(=O)NC1CCC(F)(F)CC1,-7
COCc1cnc(N2CCC([C@H]3C[C@H]3COCc3ccc(S(C)(=O)=O)c(F)c3)CC2)nc1,-3.80967
COCc1cnc(N2CCC([C@H]3C[C@H]3COCc3ccc(CC(=O)N4CCOCC4)cc3F)CC2)nc1,-3.76447
COCc1cnc(N2CCC([C@H]3C[C@H]3COCc3ccc(-n4cnnn4)c(F)c3)CC2)nc1,-3.87615
COCc1cnc(N2CCC([C@H]3C[C@H]3COCc3cc(F)c(S(C)(=O)=O)c(F)c3)CC2)nc1,-3.9393
