smiles,logS
COc1ccccc1NCc1cc(=O)oc2c(C)c(O)ccc12,-4.85
COc1ccccc1NCCC(=O)[O-],-3.82
COc1ccccc1NCCC(=O)O,-3.82
COc1ccccc1NCC(=O)c1ccc(C)c(C)c1,-5.02
COc1ccccc1NCC(=O)NC(=O)NC1CCCCC1,-4.71
COc1ccccc1NC1=[NH+]c2cccc3cccc1c23,-4.75
COc1ccccc1NC1=Nc2cccc3cccc1c23,-4.75
COc1ccccc1NC1=NC(CO)(CO)CS1,-3.82
COc1ccccc1NC(=S)Nc1cccc2cnccc12,-3.88
COc1ccccc1NC(=S)Nc1ccc2cn[nH]c2c1,-4
COc1ccccc1NC(=S)NN=C(C)C1CCCCC1,-5.71
COc1ccccc1NC(=S)NCc1ccccc1,-4.26
COc1ccccc1NC(=S)NC1CCCCCCCCCCC1,-5.94
COc1ccccc1NC(=S)NC1CCCC1,-3.84
COc1ccccc1NC(=S)NC1CC2CCC1C2,-3.82
COc1ccccc1NC(=S)NC12CN3CN(CN(C3)C1)C2,-3.87
COc1ccccc1NC(=S)NC(C)C(c1cccs1)N1CCOCC1,-3.82
COc1ccccc1NC(=S)NC(=O)Cc1ccccc1,-5.78
COc1ccccc1NC(=S)NC(=O)CCc1ccccc1,-5.65
COc1ccccc1NC(=S)NC(=O)C=Cc1cccs1,-5.9
COc1ccccc1NC(=S)NC(=O)/C=C/c1cccs1,-5.9
COc1ccccc1NC(=S)N1CCn2cccc2C1c1cccnc1,-3.94
COc1ccccc1NC(=S)N1CCCc2ccccc21,-4.11
COc1ccccc1NC(=S)N1CCCCCC1,-3.82
COc1ccccc1NC(=S)N1CC(C)(C)C1=O,-4.95
COc1ccccc1NC(=S)N/N=C/c1ccco1,-3.60206
COc1ccccc1NC(=S)N/N=C(\C)C1CCCCC1,-5.71
COc1ccccc1NC(=S)N(Cc1cccs1)C1CCCC1,-4.76
COc1ccccc1NC(=S)N(Cc1cccnc1)Cc1ccco1,-3.86
COc1ccccc1NC(=S)N(Cc1ccccc1)Cc1cccnc1,-3.9
COc1ccccc1NC(=S)N(C(C)C)C(C)c1ccccn1,-3.94
COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,-4.85387
COc1ccccc1NC(=O)c1csc2c1CCC(C)C2,-5.4
COc1ccccc1NC(=O)c1cnc(SC)nc1,-3.82
COc1ccccc1NC(=O)c1ccccc1Oc1ccccc1,-5.66
COc1ccccc1NC(=O)c1ccccc1Nc1ccccc1,-5.8
COc1ccccc1NC(=O)c1ccccc1NC(=O)c1cccs1,-5.94
COc1ccccc1NC(=O)c1ccccc1NC(=O)c1ccccc1C(=O)[O-],-3.82
COc1ccccc1NC(=O)c1ccccc1NC(=O)c1ccccc1C(=O)O,-3.82
COc1ccccc1NC(=O)c1ccccc1C(=O)N(C)Cc1ccccc1,-5.46
COc1ccccc1NC(=O)c1ccc[n+]([O-])c1,-3.82
COc1ccccc1NC(=O)c1ccc2nsnc2c1,-3.86
COc1ccccc1NC(=O)c1ccc2nc(C)c(C)nc2c1,-4.28
COc1ccccc1NC(=O)c1ccc2c(c1)nnn2C,-4.76
COc1ccccc1NC(=O)c1ccc2c(c1)OCO2,-3.83
COc1ccccc1NC(=O)c1ccc2c(c1)CCN2S(C)(=O)=O,-3.82
COc1ccccc1NC(=O)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O,-5.97
COc1ccccc1NC(=O)c1ccc2c(=O)n3c(nc2c1)CCC3,-4.4
COc1ccccc1NC(=O)c1ccc2[nH]c(C)c(C)c2c1,-5.15
COc1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1,-3.85
COc1ccccc1NC(=O)c1ccc(S(=O)(=O)N(C)c2ccccc2OC)cc1,-4.78
COc1ccccc1NC(=O)c1ccc(NC(=O)c2ccco2)cc1,-4.6
COc1ccccc1NC(=O)c1ccc(NC(=O)C[NH+]2CCCCC2)cc1,-3.73
COc1ccccc1NC(=O)c1ccc(NC(=O)C2CC2C)cc1,-4.5
COc1ccccc1NC(=O)c1ccc(COc2ccccc2OC)cc1,-5.07
COc1ccccc1NC(=O)c1ccc(C(=O)c2ccccc2)o1,-4.56
COc1ccccc1NC(=O)c1ccc(-n2ccnc2)c([N+](=O)[O-])c1,-3.82
COc1ccccc1NC(=O)c1ccc(-c2ccccc2[N+](=O)[O-])o1,-5.33
COc1ccccc1NC(=O)c1cc[n+]([O-])cc1,-3.82
COc1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1,-4.06
COc1ccccc1NC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],-3.82
COc1ccccc1NC(=O)c1cc(O)nc2ccccc12,-4
COc1ccccc1NC(=O)c1cc(N)cc(C(=O)Nc2ccccc2OC)c1,-4.12
COc1ccccc1NC(=O)c1cc(C)oc1C,-3.82
COc1ccccc1NC(=O)c1cc(=O)[nH]c2ccccc12,-4
COc1ccccc1NC(=O)c1c[nH]c2ccccc12,-3.82
COc1ccccc1NC(=O)c1c([N+](=O)[O-])cnn1C,-4
COc1ccccc1NC(=O)c1c([N+](=O)[O-])c(C(C)(C)C)nn1C,-3.95
COc1ccccc1NC(=O)c1c(O)nc2ccccc2c1O,-5.41
COc1ccccc1NC(=O)c1c(O)c2ccccc2[nH]c1=O,-5.41
COc1ccccc1NC(=O)c1c(O)[nH]c2ccccc2c1=O,-5.41
COc1ccccc1NC(=O)c1c(NC(=O)CN)cccc1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-2.44724
COc1ccccc1NC(=O)c1c(NC(=O)C(N)Cc2ccccc2)cccc1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-3.6802
COc1ccccc1NC(=O)c1c(N=Cc2cccc([N+](=O)[O-])c2)cnn1C,-6.28
COc1ccccc1NC(=O)c1c(C)nc2ccccc2c1C(=O)[O-],-3.82
COc1ccccc1NC(=O)c1c(C)nc2ccccc2c1C(=O)O,-3.82
COc1ccccc1NC(=O)[N-]NC(=O)c1ccc2c(c1)NC(=O)C(C)(C)O2,-3.92
COc1ccccc1NC(=O)[N-]NC(=O)c1ccc(-c2ccccc2)cc1,-6.08
COc1ccccc1NC(=O)[N-]NC(=O)COc1ccc2ccccc2c1,-5.66
COc1ccccc1NC(=O)[N-]NC(=O)CCc1ccccc1,-3.95
COc1ccccc1NC(=O)[N-]NC(=O)CC[NH+]1CCOCC1,-3.82
COc1ccccc1NC(=O)[N-]N1CCCCC1,-3.96
COc1ccccc1NC(=O)ONC(=N)c1ccccc1,-3.82
COc1ccccc1NC(=O)O/N=C(\N)c1ccccc1,-3.82
COc1ccccc1NC(=O)Nc1sccc1-c1nc2ccccc2s1,-5.13
COc1ccccc1NC(=O)Nc1nnc(C(C)c2ccccc2)s1,-6.25
COc1ccccc1NC(=O)Nc1nn(C)c2cccc(OC)c12,-5.07
COc1ccccc1NC(=O)Nc1nn(C)c2cccc(N(C)C)c12,-4.73
COc1ccccc1NC(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1,-5.37
COc1ccccc1NC(=O)Nc1ccncc1,-4.17
COc1ccccc1NC(=O)Nc1cccnc1,-3.85
COc1ccccc1NC(=O)Nc1ccccc1C#N,-4.03
COc1ccccc1NC(=O)Nc1cccc(NC(C)=O)c1,-3.94
COc1ccccc1NC(=O)Nc1cccc(C)n1,-5.81
COc1ccccc1NC(=O)Nc1ccc2c(c1)nc(C)n2C,-4.74
COc1ccccc1NC(=O)Nc1ccc2c(c1)CCC2,-5.97
COc1ccccc1NC(=O)Nc1ccc(N2CCOCC2)cc1,-3.85
COc1ccccc1NC(=O)Nc1ccc(CC#N)cc1,-5.3
COc1ccccc1NC(=O)Nc1ccc(C)cn1,-5.51
COc1ccccc1NC(=O)Nc1cc[nH+]cc1,-4.17
COc1ccccc1NC(=O)Nc1cc(C)nc2ccccc12,-7
COc1ccccc1NC(=O)Nc1cc(C(C)(C)C)nn1C,-3.96
COc1ccccc1NC(=O)Nc1c(C)nn(C)c1C,-3.82
COc1ccccc1NC(=O)NNC(=O)c1ccc2c(c1)NC(=O)C(C)(C)O2,-3.92
COc1ccccc1NC(=O)NNC(=O)c1ccc(-c2ccccc2)cc1,-6.08
COc1ccccc1NC(=O)NNC(=O)COc1ccc2ccccc2c1,-5.66
COc1ccccc1NC(=O)NNC(=O)CCc1ccccc1,-3.95
COc1ccccc1NC(=O)NNC(=O)CCN1CCOCC1,-3.82
COc1ccccc1NC(=O)NN1CCCCC1,-3.96
COc1ccccc1NC(=O)NCc1ccc(C)n1C,-4.14
COc1ccccc1NC(=O)NCCc1ccccc1,-3.82
COc1ccccc1NC(=O)NCCc1c[nH]c2ccccc12,-3.88
COc1ccccc1NC(=O)NCC[NH+]1CCCCC1,-3.83
COc1ccccc1NC(=O)NCCN1CCNC1=O,-3.85
COc1ccccc1NC(=O)NCCN1CCCCC1,-3.82
COc1ccccc1NC(=O)NCCCCc1ccccc1,-4.75
COc1ccccc1NC(=O)NCC1([NH+](C)C)CCCCC1,-3.83
COc1ccccc1NC(=O)NCC1(N(C)C)CCCCC1,-3.82
COc1ccccc1NC(=O)NC1CCS(=O)(=O)C1,-3.82
COc1ccccc1NC(=O)NC1CCCc2ccccc21,-5.57
COc1ccccc1NC(=O)NC1CCCCCCC1,-5.01
COc1ccccc1NC(=O)NC1(C)CCS(=O)(=O)C1,-3.82
COc1ccccc1NC(=O)NC1(C(=O)N2CCCCC2)CCCCC1,-4.56
COc1ccccc1NC(=O)NC(=O)c1ccccc1,-5.83
COc1ccccc1NC(=O)N1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2,-3.82
COc1ccccc1NC(=O)N1CC[NH+](CCc2ccccc2)CC1,-3.83
COc1ccccc1NC(=O)N1CC[NH+](C)CC1,-3.91
COc1ccccc1NC(=O)N1CCOCC1,-3.82
COc1ccccc1NC(=O)N1CCN(CCc2ccccc2)CC1,-3.83
COc1ccccc1NC(=O)N1CCN(C)CC1,-3.91
COc1ccccc1NC(=O)N1CCN(C(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1,-2.32647
COc1ccccc1NC(=O)N1CCCC1C(=O)NCc1cccs1,-3.82
COc1ccccc1NC(=O)N1CCC(c2nc3ccccc3o2)CC1,-3.89
COc1ccccc1NC(=O)N1CC2CC(C1)c1cccc(=O)n1C2,-3.82
COc1ccccc1NC(=O)Cn1nc(C)n2cccc2c1=O,-3.82
COc1ccccc1NC(=O)Cn1cc(C(=O)c2ccco2)c2ccccc21,-5.49
COc1ccccc1NC(=O)Cn1c([N+](=O)[O-])cnc1C,-3.82
COc1ccccc1NC(=O)Cc1ccsc1,-3.82
COc1ccccc1NC(=O)Cc1cccc2ccccc12,-5.14
COc1ccccc1NC(=O)C[n+]1ccccc1C,-3.8
COc1ccccc1NC(=O)C[NH2+]C(c1ccccc1)c1ccccc1,-5.46
COc1ccccc1NC(=O)C[NH+]1CCOCC1,-3.83
COc1ccccc1NC(=O)C[NH+]1CCN(c2ccccc2)CC1,-3.97
COc1ccccc1NC(=O)C[NH+]1CCCCCC1,-4.03
COc1ccccc1NC(=O)CSc1nnnn1C1CCCCC1,-4.6
COc1ccccc1NC(=O)CSc1nnnn1C1CCCC1,-4.12
COc1ccccc1NC(=O)CSc1nncs1,-3.82
COc1ccccc1NC(=O)CSc1nncn1N,-3.83
COc1ccccc1NC(=O)CSc1nncn1-c1ccccc1,-3.84
COc1ccccc1NC(=O)CSc1nnc2ccccn12,-3.84
COc1ccccc1NC(=O)CSc1nnc(C)s1,-3.9
COc1ccccc1NC(=O)CSc1nnc(-c2ccccn2)o1,-3.82
COc1ccccc1NC(=O)CSc1nn2c(=O)c(C)nnc2s1,-3.96
COc1ccccc1NC(=O)CSc1nc(SC)ns1,-4
COc1ccccc1NC(=O)CSc1n[nH]c(-c2cccnc2)n1,-3.92
COc1ccccc1NC(=O)CSc1n[nH]c(-c2ccccn2)n1,-3.96
COc1ccccc1NC(=O)CSc1ccc(-c2cccs2)nn1,-4.81
COc1ccccc1NC(=O)COc1cccnc1[N+](=O)[O-],-4.85
COc1ccccc1NC(=O)COc1ccccc1C(=O)Nc1ccccc1,-4.8
COc1ccccc1NC(=O)COc1cccc2c1CCNC2=O,-4.67
COc1ccccc1NC(=O)COc1ccc2ccccc2c1,-5.09
COc1ccccc1NC(=O)COc1ccc2c(c1)OCO2,-5.08
COc1ccccc1NC(=O)COc1ccc(C=NNC(=O)c2cccnc2)cc1,-5.23
COc1ccccc1NC(=O)COc1ccc(C(=O)NCC2CCCO2)cc1OC,-3.91
COc1ccccc1NC(=O)COc1ccc(/C=N/NC(=O)c2cccnc2)cc1,-5.23
COc1ccccc1NC(=O)COC(=O)c1oc2ccccc2c1C,-4.75
COc1ccccc1NC(=O)COC(=O)c1nc(O)nc(O)c1N,-3.82
COc1ccccc1NC(=O)COC(=O)c1cn(C)c2ccccc12,-5.35
COc1ccccc1NC(=O)COC(=O)c1ccccn1,-3.82
COc1ccccc1NC(=O)COC(=O)c1ccc2ccccc2n1,-4.41
COc1ccccc1NC(=O)COC(=O)c1ccc([N+](=O)[O-])s1,-4.82
COc1ccccc1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,-5.23
COc1ccccc1NC(=O)COC(=O)c1cc(C)oc1C,-4.66
COc1ccccc1NC(=O)COC(=O)c1cc(C)n(C2CC2)c1C,-5
COc1ccccc1NC(=O)COC(=O)c1[nH]c(=O)[nH]c(=O)c1N,-3.82
COc1ccccc1NC(=O)COC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-3.82
COc1ccccc1NC(=O)COC(=O)CNC(=O)C1CCCCC1,-3.82
COc1ccccc1NC(=O)COC(=O)CCC1CCCC1,-3.86
COc1ccccc1NC(=O)COC(=O)C=Cc1cccs1,-4.86
COc1ccccc1NC(=O)COC(=O)C=Cc1ccc(OC)c(OC)c1,-4.96
COc1ccccc1NC(=O)COC(=O)C1CCCC1,-3.82
COc1ccccc1NC(=O)COC(=O)C1CC2CCCC(C1)C2=O,-3.82
COc1ccccc1NC(=O)COC(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,-4.05
COc1ccccc1NC(=O)COC(=O)C1C2CC3OC(=O)C1C3C2,-3.82
COc1ccccc1NC(=O)COC(=O)C1=NN(c2ccccc2)C(=O)CC1,-3.83
COc1ccccc1NC(=O)COC(=O)/C=C/c1cccs1,-4.86
COc1ccccc1NC(=O)COC(=O)/C=C/c1ccc(OC)c(OC)c1,-4.96
COc1ccccc1NC(=O)CNC(c1ccccc1)c1ccccc1,-5.46
COc1ccccc1NC(=O)CNC(=O)CC12CC3CC(CC(C3)C1)C2,-3.92
COc1ccccc1NC(=O)CN1CCSc2ccccc21,-5.01
COc1ccccc1NC(=O)CN1CCOCC1,-3.82
COc1ccccc1NC(=O)CN1CCN(c2ccccc2)CC1,-3.96
COc1ccccc1NC(=O)CN1CCCCCC1,-4.03
COc1ccccc1NC(=O)CN1C(=O)COc2ccc(C)cc21,-4.3
COc1ccccc1NC(=O)CN(Cc1ccco1)C(=O)c1ccc(N2CCCC2=O)cc1,-3.84
COc1ccccc1NC(=O)CCn1c(=S)oc2ccccc21,-4.67
COc1ccccc1NC(=O)CC[NH+]1CC[NH+](C)CC1,-3.86
COc1ccccc1NC(=O)CCSc1nnc(-c2ccco2)o1,-3.96
COc1ccccc1NC(=O)CCSc1nc(C)cs1,-3.82
COc1ccccc1NC(=O)CCSc1nc(C)cc(C)n1,-3.92
COc1ccccc1NC(=O)CCNC(=O)c1ccc(C)cc1,-3.82
COc1ccccc1NC(=O)CCN1CCN(C)CC1,-3.86
COc1ccccc1NC(=O)CCN1C(=O)c2ccccc2S1(=O)=O,-3.82
COc1ccccc1NC(=O)CCN1C(=O)c2ccccc2C1=O,-3.82
COc1ccccc1NC(=O)CCN1C(=O)C2CC=CCC2C1=O,-3.82
COc1ccccc1NC(=O)CCCCC(=O)Nc1ccccc1OC,-3.93
COc1ccccc1NC(=O)CC1SC(=N)N(c2ccccc2)C1=O,-4.83
COc1ccccc1NC(=O)CC1CCCC1,-3.82
COc1ccccc1NC(=O)CC(C)=O,-1.80591
COc1ccccc1NC(=O)CC(C)=NNC(=O)c1ccccn1,-3.85
COc1ccccc1NC(=O)CC(=O)c1ccccc1,-3.82
COc1ccccc1NC(=O)CC(=O)c1cccc([N+](=O)[O-])c1,-5.03
COc1ccccc1NC(=O)CC(=O)Nc1ccccc1OC,-3.82
COc1ccccc1NC(=O)C=Cc1ccco1,-3.97
COc1ccccc1NC(=O)C=CC(=O)[O-],-3.82
COc1ccccc1NC(=O)C=C1NC(=O)CS1,-3.82
COc1ccccc1NC(=O)C1CCOC1=O,-3.82
COc1ccccc1NC(=O)C1CCN(c2nc3ccccc3n2C)CC1,-3.12
COc1ccccc1NC(=O)C1CCN(S(C)(=O)=O)CC1,-3.82
COc1ccccc1NC(=O)C1CCN(C(=O)c2ccco2)CC1,-3.82
COc1ccccc1NC(=O)C1CCCN1C(=O)NC1CCCCC1,-3.91
COc1ccccc1NC(=O)C1CCCN(c2cnccn2)C1,-3.82
COc1ccccc1NC(=O)C1CCCN(C(=O)NCc2ccccc2)C1,-3.82
COc1ccccc1NC(=O)C1CC(C)OC1=O,-3.82
COc1ccccc1NC(=O)C1CC(C(C)C)OC1=O,-3.86
COc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N/Nc2ccc(C(N)=O)cc2)C1=O,-8.16678
COc1ccccc1NC(=O)C1=C(C)NC(=O)NC1c1ccco1,-3.82
COc1ccccc1NC(=O)C1(c2ccccc2)CCCC1,-4.57
COc1ccccc1NC(=O)C/C(C)=N/NC(=O)c1ccccn1,-3.85
COc1ccccc1NC(=O)C(C)[NH2+]C1(C)CCS(=O)(=O)C1,-3.88
COc1ccccc1NC(=O)C(C)[NH+](C)CCOc1ccccc1,-4.15
COc1ccccc1NC(=O)C(C)[NH+](C)CC(=O)Nc1cccc2ccccc12,-3.79
COc1ccccc1NC(=O)C(C)Sc1nccn1C,-3.82
COc1ccccc1NC(=O)C(C)OC(=O)Cc1ccsc1,-3.82
COc1ccccc1NC(=O)C(C)OC(=O)CC1CCCC1,-4.02
COc1ccccc1NC(=O)C(C)N(C)CCOc1ccccc1,-4.15
COc1ccccc1NC(=O)C(C#N)=Cc1ccncc1,-3.89
COc1ccccc1NC(=O)C(C#N)=Cc1cccnc1,-3.83
COc1ccccc1NC(=O)C(C#N)=Cc1cccn1C,-5.67
COc1ccccc1NC(=O)C(=O)N1CCCC1,-3.85
COc1ccccc1NC(=O)C(=O)C=C([O-])c1ccccc1,-4.44
COc1ccccc1NC(=O)C(=O)/C=C(\O)c1ccccc1,-4.44
COc1ccccc1NC(=O)C(=Cc1ccncc1)NC(=O)c1ccccc1,-4.23
COc1ccccc1NC(=O)C(=Cc1cccs1)NC(=O)c1ccco1,-3.82
COc1ccccc1NC(=O)/C=C\c1ccco1,-3.97
COc1ccccc1NC(=O)/C=C1\NC(=O)CS1,-3.82
COc1ccccc1NC(=O)/C=C/C(=O)O,-3.82
COc1ccccc1NC(=O)/C(C#N)=C/c1ccncc1,-3.89
COc1ccccc1NC(=O)/C(C#N)=C/c1cccnc1,-3.83
COc1ccccc1NC(=O)/C(C#N)=C/c1cccn1C,-5.67
COc1ccccc1NC(=O)/C(=C/c1ccncc1)NC(=O)c1ccccc1,-4.23
COc1ccccc1NC(=O)/C(=C/c1cccs1)NC(=O)c1ccco1,-3.82
COc1ccccc1N=Nc1ccc(N)c(C)c1,-4.17
COc1ccccc1N=Nc1c(C)noc1C,-4.69
COc1ccccc1N=Nc1c(C)nn(-c2ccccc2)c1O,-6.19
COc1ccccc1N=Nc1c(C)n[nH]c1O,-5.25
COc1ccccc1N=Nc1c(C)n[nH]c1C,-4.11
COc1ccccc1N=NC1C(=O)N(C(N)=S)N=C1C,-4.75
COc1ccccc1N=NC(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,-7.6306
COc1ccccc1N=C1SCC(=O)N1Cc1ccco1,-3.93
COc1ccccc1N=C(S)Nc1cccc2cnccc12,-3.88
COc1ccccc1N=C(S)Nc1ccc2c[nH]nc2c1,-4
COc1ccccc1N=C(S)NN=C(C)C1CCCCC1,-5.71
COc1ccccc1N=C(S)NCc1ccccc1,-4.26
COc1ccccc1N=C(S)NC1CCCCCCCCCCC1,-5.94
COc1ccccc1N=C(S)NC1CCCC1,-3.84
COc1ccccc1N=C(S)NC1CC2CCC1C2,-3.82
COc1ccccc1N=C(S)NC12C[NH+]3C[NH+](C[NH+](C3)C1)C2,-3.87
COc1ccccc1N=C(S)NC(C)C(c1cccs1)[NH+]1CCOCC1,-3.83
COc1ccccc1N=C(S)N1CCn2cccc2C1c1cccnc1,-3.94
COc1ccccc1N=C(S)N1CCCc2ccccc21,-4.11
COc1ccccc1N=C(S)N1CCCCCC1,-3.82
COc1ccccc1N=C(S)N(Cc1cccs1)C1CCCC1,-4.76
COc1ccccc1N=C(S)N(Cc1cccnc1)Cc1ccco1,-3.86
COc1ccccc1N=C(S)N(Cc1ccccc1)Cc1cccnc1,-3.9
COc1ccccc1N=C(S)N(C(C)C)C(C)c1ccccn1,-3.94
COc1ccccc1N1Cc2ccc(OC)c(OC)c2C1=O,-3.82
COc1ccccc1N1C[NH+](Cc2ccccc2)CN=C1S,-3.83
COc1ccccc1N1C[NH+](CCc2ccccc2)CN=C1S,-3.86
COc1ccccc1N1CN(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,-5.64
COc1ccccc1N1CN(Cc2ccccc2)CNC1=S,-3.82
COc1ccccc1N1CN(CCc2ccccc2)CNC1=S,-3.86
COc1ccccc1N1CC[NH2+]CC1,-3.84
COc1ccccc1N1CC[NH2+]C(C)C1=O,-3.82
COc1ccccc1N1CC[NH+](Cc2nc3ccccc3[nH]2)CC1,-3.83
COc1ccccc1N1CC[NH+](Cc2ccc(O)c3ncccc23)CC1,-4.67
COc1ccccc1N1CC[NH+](Cc2ccc(C(=O)[O-])cc2)CC1,-3.89
COc1ccccc1N1CC[NH+](Cc2cc3c(cc2O)OCO3)CC1,-3.82
COc1ccccc1N1CC[NH+](Cc2c[nH]c(-c3ccccc3)n2)CC1,-4.36
COc1ccccc1N1CC[NH+](CCc2ccccc2)CC1,-3.9
COc1ccccc1N1CC[NH+](CCN2C(=O)C3CCCN3C2=O)CC1,-3.95
COc1ccccc1N1CC[NH+](CCN2C(=O)C3CCCCN3C2=O)CC1,-3.96
COc1ccccc1N1CC[NH+](CCCCN2C(=O)c3ccccc3C2=O)CC1,-3.74
COc1ccccc1N1CC[NH+](CCCCN2C(=O)C3CCCCN3C2=O)CC1,-3.88
COc1ccccc1N1CC[NH+](CC(O)c2ccccc2)CC1,-3.92
COc1ccccc1N1CC[NH+](CC(O)c2c(C)[nH]c3ccccc23)CC1,-3.83
COc1ccccc1N1CC[NH+](CC(=O)c2c[nH]c3ccccc23)CC1,-4.73
COc1ccccc1N1CC[NH+](CC(=O)Nc2nccs2)CC1,-3.82
COc1ccccc1N1CC[NH+](C2CCC(C)CC2)CC1,-3.96
COc1ccccc1N1CCN(c2nccc(C)n2)CC1,-3.85
COc1ccccc1N1CCN(c2nc(C)cc(C)c2C#N)CC1,-4.49
COc1ccccc1N1CCN(c2nc(C)c(C)c(O)n2)CC1,-3.82
COc1ccccc1N1CCN(c2nc(=O)c(C)c(C)[nH]2)CC1,-3.82
COc1ccccc1N1CCN(c2cnccn2)CC1,-3.82
COc1ccccc1N1CCN(c2ccc([N+](=O)[O-])cn2)CC1,-4.29
COc1ccccc1N1CCN(c2ccc(S(=O)(=O)N3CC[NH+](C)CC3)cn2)CC1,-4.21
COc1ccccc1N1CCN(c2ccc(S(=O)(=O)N3CCN(C)CC3)cn2)CC1,-4.21
COc1ccccc1N1CCN(N=Cc2cccnc2)CC1,-3.93
COc1ccccc1N1CCN(N=Cc2ccccc2C(=O)[O-])CC1,-3.82
COc1ccccc1N1CCN(N=Cc2ccccc2C(=O)O)CC1,-3.82
COc1ccccc1N1CCN(N=Cc2ccccc2)CC1,-4.37
COc1ccccc1N1CCN(N=Cc2cccc(OC)c2OC)CC1,-5.44
COc1ccccc1N1CCN(N=Cc2ccc(O)cc2O)CC1,-6.21
COc1ccccc1N1CCN(N=CC=Cc2ccccc2[N+](=O)[O-])CC1,-4.91
COc1ccccc1N1CCN(N=C/C=C\c2ccccc2[N+](=O)[O-])CC1,-4.91
COc1ccccc1N1CCN(N=C(C)c2ccccc2O)CC1,-4.24
COc1ccccc1N1CCN(N/C=C2\C=CC(=O)C=C2O)CC1,-6.21
COc1ccccc1N1CCN(N/C(C)=C2\C=CC=CC2=O)CC1,-4.24
COc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,-3.83
COc1ccccc1N1CCN(Cc2cnc(-c3ccccc3)[nH]2)CC1,-4.36
COc1ccccc1N1CCN(Cc2ccc(O)c3ncccc23)CC1,-4.67
COc1ccccc1N1CCN(Cc2ccc(C(=O)O)cc2)CC1,-3.89
COc1ccccc1N1CCN(Cc2cc3c(cc2O)OCO3)CC1,-3.82
COc1ccccc1N1CCN(CCc2ccccc2)CC1,-3.9
COc1ccccc1N1CCN(CCNC(=O)Nc2cccc(C)c2C)CC1,-4.58
COc1ccccc1N1CCN(CCN2C(=O)C3CCCN3C2=O)CC1,-3.94
COc1ccccc1N1CCN(CCN2C(=O)C3CCCCN3C2=O)CC1,-3.96
COc1ccccc1N1CCN(CCCNC(=O)Oc2cccc3ccccc23)CC1,-4.16115
COc1ccccc1N1CCN(CCCCNC(=O)Oc2cccc3ccccc23)CC1,-4.42022
COc1ccccc1N1CCN(CCCCN2C(=O)C3CCCCN3C2=O)CC1,-3.88
COc1ccccc1N1CCN(CC(O)c2ccccc2)CC1,-3.92
COc1ccccc1N1CCN(CC(O)c2c(C)[nH]c3ccccc23)CC1,-3.82
COc1ccccc1N1CCN(CC(=O)c2c[nH]c3ccccc23)CC1,-4.72
COc1ccccc1N1CCN(CC(=O)Nc2nccs2)CC1,-3.82
COc1ccccc1N1CCN(C2CCC(C)CC2)CC1,-3.96
COc1ccccc1N1CCN(C(S)=Nc2ccccc2)CC1,-3.92
COc1ccccc1N1CCN(C(=S)Nc2ccccc2)CC1,-3.92
COc1ccccc1N1CCN(C(=S)NC(=O)C=Cc2ccccc2)CC1,-5.47
COc1ccccc1N1CCN(C(=S)NC(=O)/C=C/c2ccccc2)CC1,-5.47
COc1ccccc1N1CCN(C(=O)c2cccs2)CC1,-3.82
COc1ccccc1N1CCN(C(=O)c2ccco2)CC1,-3.82
COc1ccccc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,-5.09
COc1ccccc1N1CCN(C(=O)c2cc3cc(C)ccc3[nH]2)CC1,-6.24
COc1ccccc1N1CCN(C(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2C)CC1,-3.83
COc1ccccc1N1CCN(C(=O)c2cc(OC)c(OC)c(OC)c2)CC1,-3.19
COc1ccccc1N1CCN(C(=O)c2cc(C)on2)CC1,-3.82
COc1ccccc1N1CCN(C(=O)c2cc(C)oc2C)CC1,-3.82
COc1ccccc1N1CCN(C(=O)c2cc(C(C)(C)C)oc2C)CC1,-3.93
COc1ccccc1N1CCN(C(=O)c2c(C)noc2C)CC1,-3.82
COc1ccccc1N1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,-6
COc1ccccc1N1CCN(C(=O)CSc2nnc(C)n2C2CC2)CC1,-3.82
COc1ccccc1N1CCN(C(=O)CCc2ccccc2)CC1,-3.82
